avatar_f9f2ca src,username_f9f2ca,timestamp_f9f2ca,separator_f9f2ca,markup_f8f345,markup_f8f345 (2),markup_f8f345 (3),markup_f8f345 (4),markup_f8f345 (5),markup_f8f345 (6),markup_f8f345 (7),edited_f9f2ca,latin24CompactTimeStamp_f9f2ca,separator_f9f2ca (2),markup_f8f345 (8),markup_f8f345 (9),markup_f8f345 (10),markup_f8f345 (11),markup_f8f345 (12),emoji src,avatarDecoration_f9f2ca src,reactionCount_ec6b19,emoji src (2),reactionCount_ec6b19 (2),emoji src (3),reactionCount_ec6b19 (3),emoji src (4),reactionCount_ec6b19 (4),mention,anchor_af404b href,anchor_af404b,anchor_af404b href (2),anchor_af404b (2),anchor_af404b href (3),anchor_af404b (3),embedDescription_b0068a,embedDescription_b0068a (2),embedDescription_b0068a (3),embedDescription_b0068a (4),embedDescription_b0068a (5),embedDescription_b0068a (6),embedDescription_b0068a (7),embedDescription_b0068a (8),embedFieldName_b0068a,embedFieldValue_b0068a,embedFieldValue_b0068a (2),embedFieldValue_b0068a (3),embedFieldValue_b0068a (4),video_f72aac src,originalLink_d4597d href,loadingOverlay_d4597d src,anchor_af404b (4),embedVideoImageComponentInner_b0068a src,anchor_af404b href (5),anchor_af404b (5),embedFieldName_b0068a (2),embedFooterIcon_b0068a src,embedFooterText_b0068a,markup_f8f345 (13),embedDescription_b0068a (9),embedDescription_b0068a (10),embedFieldValue_b0068a (5),markup_f8f345 (14),markup_f8f345 (15),markup_f8f345 (16),markup_f8f345 (17),markup_f8f345 (18),markup_f8f345 (19),markup_f8f345 (20),markup_f8f345 (21),markup_f8f345 (22),markup_f8f345 (23),markup_f8f345 (24),markup_f8f345 (25),markup_f8f345 (26),embedAuthorIcon_b0068a src,embedDescription_b0068a (11),embedDescription_b0068a (12),lazyImg_cda674 src,embedProvider_b0068a,nowrap_aeef8c,name_bf515c,markup_f8f345 (27),markup_f8f345 (28),markup_f8f345 (29),markup_f8f345 (30),markup_f8f345 (31),markup_f8f345 (32),markup_f8f345 (33),markup_f8f345 (34),markup_f8f345 (35),markup_f8f345 (36),markup_f8f345 (37),markup_f8f345 (38),markup_f8f345 (39),markup_f8f345 (40),markup_f8f345 (41),markup_f8f345 (42),markup_f8f345 (43),markup_f8f345 (44),markup_f8f345 (45),markup_f8f345 (46),markup_f8f345 (47),markup_f8f345 (48),markup_f8f345 (49),markup_f8f345 (50),markup_f8f345 (51),markup_f8f345 (52),markup_f8f345 (53),markup_f8f345 (54),markup_f8f345 (55),markup_f8f345 (56),markup_f8f345 (57),markup_f8f345 (58),markup_f8f345 (59),markup_f8f345 (60),markup_f8f345 (61),markup_f8f345 (62),markup_f8f345 (63),markup_f8f345 (64),markup_f8f345 (65),markup_f8f345 (66),markup_f8f345 (67),markup_f8f345 (68),markup_f8f345 (69),markup_f8f345 (70),markup_f8f345 (71),markup_f8f345 (72),markup_f8f345 (73),markup_f8f345 (74),markup_f8f345 (75),markup_f8f345 (76),markup_f8f345 (77),markup_f8f345 (78),markup_f8f345 (79),markup_f8f345 (80),markup_f8f345 (81),markup_f8f345 (83),markup_f8f345 (84),markup_f8f345 (85),markup_f8f345 (86),markup_f8f345 (87),markup_f8f345 (88),markup_f8f345 (89),markup_f8f345 (90),markup_f8f345 (91),markup_f8f345 (92),markup_f8f345 (93),markup_f8f345 (94),markup_f8f345 (95),markup_f8f345 (96),markup_f8f345 (97),markup_f8f345 (98),markup_f8f345 (99),roleIcon_afae9f src,content_d76df7,username_de3235,emoji src (5),emoji src (6),emoji src (7),emoji src (8),emoji src (9),embedDescription_b0068a (13),embedDescription_b0068a (14),embedDescription_b0068a (15),botText_a9e77f,embedVideo_b0068a src,blockquoteContainer_f8f345,embedFieldName_b0068a (3),embedFieldValue_b0068a (6),obscuredTextContentInner_aa9639,embedProvider_b0068a (2),originalLink_d4597d href (2),anchor_af404b href (6),embedDescription_b0068a (16),embedDescription_b0068a (17),blockquoteContainer_f8f345 (2),blockquoteContainer_f8f345 (3),obscuredTextContentInner_aa9639 (2),embedGalleryImageElement_b0068a src,embedGalleryImageElement_b0068a src (2),originalLink_d4597d href (3),embedFooterSeparator_b0068a,replyAvatar_f9f2ca src,repliedTextContent_f9f2ca,repliedTextContent_f9f2ca (2),username_f9f2ca (2),repliedTextContent_f9f2ca (3),repliedTextContent_f9f2ca (4),repliedTextContent_f9f2ca (5),anchor_af404b href (8),anchor_af404b (7),anchor_af404b (8),anchor_af404b href (10),anchor_af404b (9),anchor_af404b href (14),anchor_af404b (6),embedDescription_b0068a (18),embedDescription_b0068a (19),embedDescription_b0068a (20),embedDescription_b0068a (21),embedDescription_b0068a (22),embedDescription_b0068a (23),embedDescription_b0068a (24),embedDescription_b0068a (25),embedDescription_b0068a (26),embedDescription_b0068a (27),mention (2),repliedTextContent_f9f2ca (6),repliedTextContent_f9f2ca (7),repliedTextContent_f9f2ca (8),repliedTextContent_f9f2ca (9),lazyImg_cda674 src (2),reactionCount_ec6b19 (5),reactionCount_ec6b19 (6),emoji src (10),emoji src (11),emoji src (12),reactionCount_ec6b19 (12),loadingOverlay_d4597d src (2)
https://cdn.discordapp.com/avatars/350738316724797442/0b4d62aabd4fa5a10f0ff1c8e81f8f20.webp?size=160,morbid(applebuttox),"— 
 11/7/20, 1:37 AM",—,this x10,! It has some amazing dialogue and you can even play with friends,!,,,,,,,,,,,,,,,,,,,,,,@Sam Ryder,https://store.steampowered.com/app/743450/Monster_Prom/,https://store.steampowered.com/app/743450/Monster_Prom/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/743450/Monster_Prom/,Monster Prom,Content CautionMonster Prom features mature themes,", naughty words and some objectively bawdy scenarios",", not suited for the sheepish or the faint of heart",. Please bear this in mind before playing,.,-,-There’s only 3 weeks left before prom and you haven’t got a date yet,.,Price,$,1,1,0.99,https://images-ext-1.discordapp.net/external/JjI7Xf6mfNWE9b0_uZX5C9Lkt83mQ5wlYV-TbbeQuF4/%3Ft%3D1579918502/https/steamcdn-a.akamaihd.net/steam/apps/256715463/movie_max.webm,,,,,,,Recommendations,,,,.and you’re,,6083,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,A fun dating sim that is super gender inclusive and REALLY chaotic,Metacritic,73,,,,,,,! The second game just came out last Friday,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/164170789812174848/451c66be40480df1b927095cdb1eac31.webp?size=160,FizzGigg,"— 
 12/11/20, 2:57 PM",—,So milty can have fun learning japanese,.,. im working on this myself and its helping me a bit,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/bundle/7746/Learn_Japanese_To_Survive_Trilogy/,https://store.steampowered.com/bundle/7746/Learn_Japanese_To_Survive_Trilogy/,https://store.steampowered.com/bundle/7746/Learn_Japanese_To_Survive_Trilogy/,Learn Japanese To Survive! Trilogy on Steam,,,,,,,,,,,,,,,,,https://steamcdn-a.akamaihd.net/steam/bundles/7746/igm01lda23mu3tal/header_ratio.jpg?t=1530577793,https://images-ext-1.discordapp.net/external/YhiKOHrNCsz2xTC4gVM5xVlMFiPH7v8cv1abpT7pcO4/%3Ft%3D1530577793/https/steamcdn-a.akamaihd.net/steam/bundles/7746/igm01lda23mu3tal/header_ratio.jpg?format=webp&width=800&height=374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365671481977602050/bfcc88a334d93dea897a3f42cf71b66f.webp?size=160,SpazMatt3000,"— 
 12/26/20, 12:46 PM",—,It,s chat interactive,", I can",t stop playing it,", even though i die every 2 minutes lol sometimes 10 seconds sometimes an hour",", its a hoot",!,,,,!,!,,,,,,,,,,,,,,https://store.steampowered.com/app/881100/Noita/,https://store.steampowered.com/app/881100/Noita/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/881100/Noita/,Noita,Noita is a magical action roguelite set in a world where every pixel is physically simulated,. Fight,", explore",", melt",", burn",", freeze and evaporate your way through the procedurally generated world using spells you",ve created yourself,. Explore a variety of environments ranging from coal mines to freezing wastelands while delving deeper in search for,Price,$,1,4,0.99,https://images-ext-1.discordapp.net/external/qfcVcRtrcPU-j9N0psGWg7IOx-srKE6fk8iqzVSyrOc/%3Ft%3D1602783173/https/steamcdn-a.akamaihd.net/steam/apps/256804553/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,22270,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/160320168646410240/a_5b26d431cb67ee09c3a9eba212000b6a.webp?size=160,Jezza,"— 
 12/29/20, 5:59 AM",—,Cold Comfort is an asymmetrical 5v5 Tactical FPS,".
 You can either play as a Survivor",", or as a Gamma Prime",". 
 Survivors needs to rescue and evacuate civilians",", whereas Gamma Primes need to spread the infection as much as possible and prevent the evacuation of said civilians",".
 The game is presently in the pre",-alpha stage,,,,", but we have a fully network replicated build up on steam",. We are giving out keys to select publishers and streamers presently,. If Milton and the crew would like to check it out,", I",d be thrilled,,,,,,,,,,,https://store.steampowered.com/app/683190/Cold_Comfort/,https://store.steampowered.com/app/683190/Cold_Comfort/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/683190/Cold_Comfort/,Cold Comfort,Cold Comfort is an asymmetrical 5v5 Tactical FPS,.Play as either a Survivor or a Gamma Prime,- each side having completely unique game mechanics and vastly different goals,. Each Survivor has their own exclusive weapon sets,", skills",", and gadgets",. Their unified goal,: the preservation of humanity from the throes of the Gamma Strain pandemic,Release Date,TBD,,,,https://images-ext-1.discordapp.net/external/OReah_LFmYwkCSCsNWpJDel8tSGXewRhtQGc97Ce_Qw/%3Ft%3D1587138871/https/steamcdn-a.akamaihd.net/steam/apps/256781627/movie_max_vp9.webm,,,,,,,,,,!,. They must,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/162341458681004034/ee13efedf467a6b5b916d307a564dbc7.webp?size=160,Sashimi,"— 
 1/2/21, 1:30 AM",—,Its free so theres no excuse,,,,,,,,,,,,,,,https://cdn.discordapp.com/emojis/581634610698518539.webp?size=96,,,,,,,,,,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1121910/I_Love_You_Colonel_Sanders_A_Finger_Lickin_Good_Dating_Simulator/,I Love You,From the same people who brought you the bucket of chicken,", comes the world’s first Colonel Sanders dating simulator",. I Love You,", Colonel Sanders",! A Finger Lickin’ Good Dating Simulator follows you,", a promising culinary student",", as you try to date your classmate",", Colonel Sanders",,,,,,https://images-ext-1.discordapp.net/external/ApjAj_quyEuIN3igidGeCAr0xUT3ACJPJn1gKqLgs3I/%3Ft%3D1568087723/https/steamcdn-a.akamaihd.net/steam/apps/256759306/movie_max.webm,,,,,,", Colonel Sanders",,,,,. Throughout your journey,,,,,,,,,,,,,,,,,", you’ll be faced with life",-changing decisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,[,,,,,,,,,"[
 5:07 PM
 ]",],,,,,,,,,,,,,,,,https://store.steampowered.com/app/587620/Okami_HD/,https://store.steampowered.com/app/587620/Okami_HD/,https://store.steampowered.com/,Steam,,Okami HD,Experience the critically acclaimed masterpiece with its renowned Sumi,-e ink art style in breathtaking high resolution,. Take on the role of Amaterasu,", the Japanese sun goddess who inhabits the form of a legendary white wolf",", on a quest to defeat Orochi",", an eight",-headed demon and tyrannical monster responsible for turning the world of Nippon into,.,Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/cT5KFyK6I6NuO8Hoba6oCZM9QqWU0AGRGtsvP9vTooc/%3Ft%3D1513107646/https/steamcdn-a.akamaihd.net/steam/apps/256696525/movie_max.webm,,,,,https://store.steampowered.com/app/587620/Okami_HD/,,Recommendations,,,,.,,4103,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/guilds/314082957314883584/users/325850112079298561/avatars/a_43e1bae83f771632a90221e9eddf408a.webp?size=256,oSpace,"— 
 2/11/21, 10:24 PM",—,Short spooky game that came out yesterday,", FANTASTIC game",! so good i finished it all in one sitting,".
 I can see Milton doing voices for all the weird fucking creatures in this game lol",,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/860510/Little_Nightmares_II/,https://store.steampowered.com/app/860510/Little_Nightmares_II/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/860510/Little_Nightmares_II/,Little Nightmares II,Return to a world of charming horror in Little Nightmares II,", a suspense adventure game in which you play as Mono",", a young boy trapped in a world that has been distorted by the humming transmission of a distant tower",.With Six,", the girl in the yellow raincoat",", as his guide",", Mono sets out to discover the dark secrets of The Signal Tower",. Their jou,Price,$,2,9,0.99,https://images-ext-1.discordapp.net/external/ze1Be_rjFA2JSxYFDCvZkPmFF0aaL2VSKTAVdEziTDo/%3Ft%3D1611837352/https/cdn.akamai.steamstatic.com/steam/apps/256820030/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,976,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 2/13/21, 8:34 PM",—,I know I made this suggestion a while ago but I would really love to see milton and tech do a chill stream playing Spelunky 2,! It,s online multiplayer,! It,s a fun game,:,),(edited),,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/418530/Spelunky_2/,https://store.steampowered.com/app/418530/Spelunky_2/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/418530/Spelunky_2/,Spelunky 2,Spelunky returns in this greatly,-expanded sequel to the original roguelike platformer,! Meet the next generation of explorers as they find themselves on the Moon,", searching for treasure and missing family",. Spelunky 2 builds upon the unique,", randomized challenges that made the original a classic",", offering a huge adventure designed to satisfy playe",.,Price,$,1,5,0.99,https://images-ext-1.discordapp.net/external/gEvlezfBDcocpojjnWrSLdu64dwrjKjL1ySYuxc1BWg/%3Ft%3D1597426289/https/cdn.akamai.steamstatic.com/steam/apps/256796140/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,9179,,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metacritic,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 3/7/21, 10:54 PM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1147550/Not_For_Broadcast/,https://store.steampowered.com/app/1147550/Not_For_Broadcast/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1147550/Not_For_Broadcast/,Not For Broadcast,Look,", mate",- it’s not that hard,. Choose the angles,", roll the ads",", and bleep the swears",. Just keep in mind that how you show these people will change their lives,. Don’t worry,Price,$,2,4,0.99,https://images-ext-1.discordapp.net/external/skDGaamBhKLUthwcWmiaA8QZS0G3cpJWjPFK5XvKlMw/%3Ft%3D1611856594/https/cdn.akamai.steamstatic.com/steam/apps/256818229/movie_max_vp9.webm,,,,,,,Recommendations,,,,- you’ll get paid either way,,3900,,,,,,,,,,,,,,,!In an alternate 1980s where the nation stumbles towards dystopia,", join the National Nightly News team as they document the latest political scan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/365243945262907403/e11d484494aa4700c1ea175e68189e46.webp?size=160,Le Old Bananas' BammyJ007,"— 
 3/23/21, 9:33 PM",—,Here a game for milly and Erin to play,! A hat in time,.,,,,,,,,,,,,,https://discord.com/assets/aa1b87cb8be62e4c386b.svg,,,,,,,,,,https://store.steampowered.com/app/253230/A_Hat_in_Time/,https://store.steampowered.com/app/253230/A_Hat_in_Time/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/253230/A_Hat_in_Time/,A Hat in Time,A Hat in Time is a cute,-as,-heck 3D platformer featuring a little girl who stitches hats for wicked powers,.A little girl and her spaceshipIn A Hat in Time you play as a tiny space,-travelling girl with a big tophat,. Her adventure is halted when all her fuel,", the Time Pieces",", is lost and scattered across a nearby planet",Price,$,2,9,0.99,https://images-ext-1.discordapp.net/external/ERboEQpjPTzhFqfw64UPysgrmLZI7p9sZ8TVfi8kfyM/%3Ft%3D1512136366/https/cdn.akamai.steamstatic.com/steam/apps/256702075/movie_max.webm,,,,,,,Recommendations,,,,. Hat Kid must now jump,,28108,,,,,,,,,,,,,,,", figh",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,Metacritic,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/guilds/314082957314883584/users/325850112079298561/avatars/a_43e1bae83f771632a90221e9eddf408a.webp?size=256,oSpace,"— 
 3/26/21, 4:06 PM",—,Best co,-op game I,ve ever played,", ever",! big recommend,,,,,,,,,,,https://cdn.discordapp.com/emojis/756582897921687662.webp?size=96,,,,,,,,,,https://store.steampowered.com/app/1426210/It_Takes_Two/,https://store.steampowered.com/app/1426210/It_Takes_Two/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1426210/It_Takes_Two/,It Takes Two,Embark on the craziest journey of your life in It Takes Two,", a genre",-bending platform adventure created purely for co,-op,. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges,. Play as the clashing couple Cody and May,", two humans turned into dolls by a magic spell",.,Price,$,3,9,0.99,https://images-ext-1.discordapp.net/external/wrDGrc9zRrgsHouCbLDExtSBq0wae8a4rR39Bw8TFkw/%3Ft%3D1616514535/https/cdn.akamai.steamstatic.com/steam/apps/256827093/movie_max_vp9.webm,,,,,,,Recommendations,,,,.,,162,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/139258742284877825/729a28039ce546ce83787651be87b91b.webp?size=160,cosmicember,"— 
 3/29/21, 11:23 AM",—,,,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/613100/House_Flipper/?gclid=Cj0KCQjw9YWDBhDyARIsADt6sGZBrZDVaDZrdgmbEfNdcJPtBFBpj_AbZmKIKLkv4gUvnwpOvUJQVb4aAhRAEALw_wcB,https://store.steampowered.com/app/613100/House_Flipper/?gclid=Cj0KCQjw9YWDBhDyARIsADt6sGZBrZDVaDZrdgmbEfNdcJPtBFBpj_AbZmKIKLkv4gUvnwpOvUJQVb4aAhRAEALw_wcB,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/613100/House_Flipper/?gclid=Cj0KCQjw9YWDBhDyARIsADt6sGZBrZDVaDZrdgmbEfNdcJPtBFBpj_AbZmKIKLkv4gUvnwpOvUJQVb4aAhRAEALw_wcB,House Flipper,House Flipper is a unique chance to become a one,-man renovation crew,. Buy,", repair and remodel devastated houses",. Give them a second life and sell them at a profit,! What you’ve got at your disposal is a set of tools and parts,. Use them to hammer,", drill",Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/uuoDH1Eeuq2TDU2yRqiX49zDf8_p1l4qvH2IXlxCzRM/%3Ft%3D1610633395/https/cdn.akamai.steamstatic.com/steam/apps/256818205/movie_max_vp9.webm,,,,,,,Recommendations,,,,", nail and screw things together",,36190,,,,,,,,,,,,,,,", and do whatever is necessary to fit",", fi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,.,,,,Metacritic,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/259944520592916480/36f9d6d8cb90bf686639c56182338f44.webp?size=160,Baked Bean,"— 
 4/24/21, 12:06 AM",—,Suggestion for a weird game to play,:,,,,,,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/714820/Creature_Romances_For_the_Ladies/,https://store.steampowered.com/app/714820/Creature_Romances_For_the_Ladies/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/714820/Creature_Romances_For_the_Ladies/,Creature Romances,Like the Creature Romances series,? Be sure to check out Kokonoe Kokoro as well,!This work contains many disturbing,", grotesque images and images of non",-human creatures,. Please be aware of this if you decide to buy this game,.Creature Romances,- For the Ladies,Price,$,2,0.09,,https://images-ext-1.discordapp.net/external/Ksxum2DE0pxyNApwrICuHbu_ithcosaFDzzg7l32-Mo/%3Ft%3D1604109941/https/cdn.akamai.steamstatic.com/steam/apps/256709708/movie_max.webm,,,,,,: For the Ladies,,,,,-An original mystery horror love story,,,,,,,,,,,,,,,,,!An otome visual novel where you capture the hearts,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/179380076226281472/2567d543a41138fea976954124c2ddea.webp?size=160,kiddocat,"— 
 5/16/21, 8:53 AM",—,After watching Milton play RE7,", great choice",", I was thinking of some other creepy games that may be interesting to watch him play",. First,", I would love to see him play RE4",", best Resident Evil game",. Secondly,,,,", Until Dawn would be a fun one to watch him play",", but I don",t know if he has a PS4,(,),,,,,,,,,,,https://www.supermassivegames.com/games/until-dawn,https://www.supermassivegames.com/games/until-dawn,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1044340/The_7th_Guest_25th_Anniversary_Edition/,https://store.steampowered.com/app/1044340/The_7th_Guest_25th_Anniversary_Edition/,The famous game remastered in a new 25th Anniversary Edition,!,,,,,,,Price,$,9,0.99,,https://images-ext-1.discordapp.net/external/jx2BJ7TsEuq9Z-DOSNLB5FWvuoXDzpF0TRqGtJqK4Ag/%3Ft%3D1553009707/https/cdn.akamai.steamstatic.com/steam/apps/256745331/movie_max.webm,,,,,https://alice.fandom.com/wiki/Alice_(series),https://alice.fandom.com/wiki/Alice_(series),,,,. Then there is 7th Guest,,,,(,),", it",s older but a classic,. Lastly,", there is American McGee",s Alice series,(,),", another older PC game",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://store.steampowered.com/app/1044340/The_7th_Guest_25th_Anniversary_Edition/),",,,: 25th Anniversary Edition,,,,,,,,,,,,,,,,,,,,,,,
https://cdn.discordapp.com/avatars/231553285201461258/8b3f6c7bb35e0369cb8a1161a86ccb3b.webp?size=160,Nul1fy,"— 
 5/27/21, 6:13 PM",—,Extremely fun game,", can play with your brother",. 3v3 dodgeball game,. gives off splatoon vibes,. I loved this game to much i bought the deluxe edition,. you can play right now for fore until the 30th of may depending when you see this,.,,,,,,,,,,,,,,,,,,,https://store.steampowered.com/app/1301210/Knockout_City/,https://store.steampowered.com/app/1301210/Knockout_City/,https://store.steampowered.com/,Steam,https://store.steampowered.com/app/1301210/Knockout_City/,Knockout City™,À tous les spécialistes de la bagarre,: Rejoignez,-nous pour un essai gratuit de Knockout City™ pendant notre événement Fête de quartier à durée limitée,*,! Pendant dix jours seulement,", combattez sur toutes les cartes",", avec tous les ballons",", dans tous les styles et dans toutes les playlists",Price,$,1,9,0.99,https://images-ext-1.discordapp.net/external/OjFoTZkIFyfvKu7gRQbDBmCIY4bATOxxDnkYEySGsI0/%3Ft%3D1621599358/https/cdn.akamai.steamstatic.com/steam/apps/256835579/movie_max_vp9.webm,,,,,,,Recommendations,,,,. Le tout sans limite de niveau,,1190,,,,,,,,,,,,,,,", sans microtransactions et",.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
